#{"t_start": 1683237342.8072193, "env_id": "Snake-v0"}
r,l,t
2929.017089,306,220.371726
11630.259438,1212,225.366671
-33.349899,103,225.428055
979.067751,99,225.485421
4813.827563,500,225.783497
5752.073721,684,230.595833
3944.49488,216,230.741328
988.680107,45,230.772455
2950.048479,180,230.90035
3874.258822,318,231.098583
16388.685777,1812,237.790994
-3.658094,23,237.803397
9614.074841,1074,243.018616
2930.456023,319,243.345071
1924.09361,266,243.5238
9808.269215,628,243.892854
2827.420899,536,244.188465
2860.803524,338,248.840188
4846.29949,478,249.177499
1844.807627,468,249.49508
16602.679096,1134,254.842216
11738.954648,802,255.366188
5830.699042,658,255.744678
13590.750368,1194,260.985626
-9.079043,35,261.007138
2945.263565,246,261.216534
9705.377657,853,261.789188
-9.633343,59,261.821598
1954.995267,207,266.198196
1927.93344,196,266.357679
11742.481924,823,266.868601
5775.988456,597,267.206087
-1018.574451,62,267.241444
4882.766838,372,273.189075
-1035.887073,72,273.302297
15598.350233,1299,274.314467
11537.904201,1138,280.028522
13455.789175,1502,281.076074
11403.114846,1659,290.28367
2608.503058,1042,296.389584
4900.967509,379,296.609633
973.853528,140,296.690943
3779.859933,578,297.0171
963.703901,185,297.1554
952.338403,131,301.197597
1940.029645,173,301.326562
10216.190523,2212,307.704623
933.45974,217,307.857076
5797.847498,553,308.200774
3943.039952,278,308.371784
1927.858982,281,308.536641
1948.342547,209,308.686343
-28.455366,96,308.777633
-9.692873,61,308.83378
16496.830725,1361,313.65237
8810.927907,616,314.020703
12681.228287,1087,318.953366
905.29242,224,319.091657
940.893229,179,319.217229
7774.339012,700,325.325424
-59.641093,178,325.525505
-50.838878,185,325.728467
2750.225925,532,326.367245
5756.036812,599,327.034216
2923.040009,359,327.30347
-53.527474,97,327.367872
10733.73129,834,332.725938
-11.065541,58,332.761539
11662.826695,1068,333.469038
4779.741733,768,338.284538
-9.415755,57,338.33756
1936.440921,187,338.492868
2925.905199,238,338.630592
940.94912,150,338.713223
912.470494,242,338.862735
1852.78277,405,339.12893
-1036.128871,144,343.657469
913.100995,237,343.938472
1918.130787,187,344.184316
-73.442841,178,344.372728
3858.137636,430,344.786676
1927.767373,187,344.951531
1975.102114,92,345.023804
19483.870034,1718,351.323368
1928.186329,277,351.529048
-1008.899382,36,351.557142
3858.598719,401,351.792413
5801.14786,516,356.705731
908.164318,277,356.942957
4885.911261,484,357.393982
2928.110444,255,357.656034
-14.520256,57,357.713611
2919.82895,241,357.914826
7698.506028,720,363.453142
1949.40831,226,363.623373
2898.422115,326,363.874855
4850.907729,339,364.157889
5771.214677,677,364.643623
3790.414951,567,369.402831
973.340068,115,369.50083
-9.467891,55,369.541198
3915.794691,266,369.734859
958.888306,100,369.79738
7786.093567,595,370.178117
3761.81933,692,375.602919
3755.762231,675,376.24473
1893.437486,298,376.513026
2950.467669,203,376.675146
3910.056519,361,377.025871
6811.087307,540,382.599179
2905.686603,313,382.841829
-16.444591,40,382.872352
-32.187476,113,382.950678
964.468985,88,383.012871
3868.285054,347,383.322644
-6.904954,48,383.369092
3795.356558,494,383.77459
15638.333041,1277,389.525029
2900.47474,259,389.674232
927.751478,153,389.762116
2871.618494,431,390.042285
4895.462376,398,390.293991
-7.722845,49,390.323961
4810.86818,597,394.86544
14635.930384,1211,395.561209
11644.864276,1183,400.412826
7837.161288,649,400.795742
6848.592458,403,401.025337
17536.920481,1318,406.236363
862.782981,372,406.45619
5814.648739,517,411.00693
2793.095451,631,411.446613
5889.478044,425,411.706961
9311.027189,2017,417.966405
6843.342011,599,418.494579
-1017.591109,46,418.523263
8687.847414,908,423.058243
-27.43926,148,423.145269
13460.825203,1732,428.376679
9765.495065,815,428.849933
5851.405928,472,429.118212
9663.028369,987,433.560944
4806.775707,608,433.910112
1899.829103,234,434.110955
1952.588738,196,434.29192
18255.85394,2362,440.325584
922.970027,155,445.140716
3843.69091,366,445.408942
4864.827297,432,445.757924
1852.641376,426,446.239601
2946.557861,201,446.404739
5821.059191,529,451.573192
949.798325,147,451.713642
-10.459288,59,451.765005
954.429207,147,451.896669
8788.384832,733,452.508121
1863.761795,500,452.787691
1953.307968,163,452.873919
1976.189772,127,452.944035
2906.23491,288,458.019777
8831.370249,637,458.533838
4820.245895,523,458.900242
948.244747,193,459.00256
893.385185,283,459.20436
17340.795255,2032,464.974295
4881.828341,431,469.418096
956.936212,155,469.527946
8620.581767,1122,470.246189
-37.229654,106,470.304002
4872.753801,403,470.521872
6843.73595,500,474.813144
12632.487067,1010,475.396369
973.519701,90,475.443238
-1007.674652,17,475.452464
2944.29469,233,475.591598
5804.561507,493,479.835613
4849.493432,345,480.06093
912.062954,261,480.229268
11588.762913,1220,480.937885
4856.365434,442,485.091261
-28.863151,103,485.15962
8823.018659,693,485.558854
959.747953,161,485.653373
20349.257712,1851,490.745035
6875.01398,453,490.988629
17346.587068,1851,496.522985
12560.469725,1312,501.623507
15694.867463,1031,502.29478
-15.296459,63,502.329452
19560.02888,1436,507.671486
14584.827976,1458,512.920686
1960.078898,156,513.025274
8776.402399,729,513.493282
26394.992421,1898,518.915931
959.640815,107,519.031332
10738.182371,828,524.911458
-1013.212702,36,524.940166
2958.932658,134,525.049651
8714.883243,785,525.556604
2836.8997,411,525.8443
5806.804301,581,530.74994
-9.798878,60,530.798037
972.278235,56,530.838857
7774.064925,590,531.220513
1845.074441,412,531.455773
9833.711736,618,531.815173
-23.580061,107,531.903945
7626.141676,1047,537.412241
2962.95507,203,537.556534
8658.792225,1117,542.061776
8746.792065,806,542.584326
8699.051226,1055,547.281036
1859.862972,332,547.517042
-1020.398982,76,547.568239
-13.801694,80,547.617695
1704.619836,717,548.074705
986.439113,65,548.111431
15609.121277,1140,553.46618
4897.124741,441,553.741615
10771.655211,787,554.3015
2885.577565,252,554.448059
11569.232903,1426,559.944105
8779.13786,619,560.335567
7831.969068,603,565.480539
6622.977589,1051,566.398365
11561.432094,1461,572.08704
955.848063,176,572.192779
-114.355511,281,572.357145
3691.418614,803,577.6105
5825.30663,498,577.995614
15677.930471,1349,578.827685
19535.847713,1472,584.327777
1827.102356,465,584.72585
27035.421966,2798,595.497803
3893.394172,371,595.721269
988.984876,60,595.755322
6694.463761,825,596.212218
4570.670316,1212,600.653939
-49.347796,93,600.706687
2811.77635,520,600.997462
18266.390781,2318,606.265456
19563.173748,1385,610.848999
-1029.553548,54,610.878764
4964.69073,190,610.987813
4842.212359,423,611.223128
7697.33105,877,616.043983
6808.284317,560,616.470267
11534.153132,1373,622.024421
5891.60914,357,622.300961
-1027.743449,73,622.3414
4833.446329,524,622.692894
969.614313,106,622.793657
900.794751,261,622.991195
894.108586,298,627.522171
838.929462,430,627.819812
2891.272871,416,628.107158
7890.313587,441,628.353581
-1092.12455,261,628.489463
3833.050264,365,628.69826
-25.569553,90,632.701147
2927.044581,258,632.926193
15677.122346,1203,633.78994
15476.826928,1540,638.862569
965.215548,123,638.928421
876.437658,250,639.063104
12555.614975,1384,643.797395
4766.82985,684,644.198266
1934.675264,223,644.322269
14720.034989,981,649.239802
-10.616097,59,649.276253
-12.390326,57,649.310428
2917.439908,232,649.443144
1964.486453,152,649.533782
10724.975243,689,649.921764
4813.750907,589,654.619847
7720.252665,893,655.360307
2894.422937,334,655.550199
-1018.95031,61,655.583139
-13.676815,42,655.607085
6737.360478,834,659.907731
8654.500114,906,660.453262
7663.669866,990,665.184819
924.672683,237,665.345148
10682.542892,974,665.896608
16934.495169,3204,675.228665
4691.6727,766,675.664165
2894.48784,270,675.809881
8744.686095,772,680.2422
8776.057437,704,680.803601
9730.511558,996,685.894658
10570.085166,1271,687.586742
2898.662156,331,688.038233
6706.212045,961,693.441395
4851.113394,446,693.712137
-49.994925,97,693.795688
2927.09733,315,693.987059
-8.980268,43,694.018906
7676.051473,1065,698.873783
12545.900633,1356,699.687278
941.435343,195,699.801584
5825.024467,579,704.37659
-1014.351439,30,704.395241
16607.731902,1392,705.199746
9740.395468,708,710.343928
-57.718558,108,710.423695
5833.386566,491,710.772432
13561.87521,1172,717.179345
906.252287,220,717.329851
965.310543,138,717.424043
7793.188129,650,718.005248
2881.523071,351,718.207489
18496.559919,1568,724.362767
8756.288022,742,724.829738
