#{"t_start": 1683237342.7997549, "env_id": "Snake-v0"}
r,l,t
1944.364858,157,480.447017
8766.421742,673,480.825899
954.89115,159,480.917682
2849.187789,416,485.045666
2881.332214,441,485.326929
9723.31552,916,485.841094
-4.273737,26,485.855199
10483.926375,1338,490.662986
1949.96731,181,490.764953
2876.95279,367,490.960835
959.213197,81,491.004378
-14.607962,57,491.034078
12357.632323,1720,496.498371
1910.780667,321,496.67434
13402.249971,1578,501.995341
10550.630142,1417,507.336406
4804.813199,497,507.625176
10683.676399,818,508.136081
954.608532,160,512.527151
4884.494344,418,512.825328
-27.452618,87,512.884492
-1027.503547,69,512.934844
11412.661726,1614,517.929678
15537.57855,1421,519.188094
10660.246735,954,525.152883
-1000.569459,4,525.157441
930.423269,190,525.293855
2824.260576,395,525.515861
7711.623312,870,526.06093
-1003.095342,9,526.066434
982.654574,83,526.112265
2784.039112,457,531.000291
7647.900631,1141,531.66165
979.445462,108,531.721562
973.127451,134,531.810207
932.69244,193,531.983838
10745.178374,822,537.293291
856.968189,373,537.575534
5881.149571,433,537.882788
3894.865679,343,538.081704
12563.237389,1167,542.613928
977.620847,123,542.684265
7605.232791,1290,547.566512
7797.220179,632,547.983809
2836.343514,418,548.2153
-20.163109,87,548.265778
2952.060474,218,548.384606
978.61081,87,548.429927
7865.244684,457,553.393143
16509.266939,1506,554.402828
-4.288849,24,554.417025
4846.570365,489,559.174782
976.418314,91,559.254799
-69.283102,213,559.415358
3870.672634,351,559.69989
9649.187115,970,560.34548
7689.061088,941,565.784598
-1023.96732,58,565.862588
11743.39047,896,566.646768
1901.40163,333,566.945269
2952.70766,252,571.673821
3825.694025,660,572.11126
29130.446221,2748,578.622344
11624.177137,1158,583.906088
13565.510159,1311,584.868216
20555.205969,1430,590.43337
-51.867432,96,590.489108
-1009.227978,28,590.50526
11750.957215,791,595.337238
1959.543135,159,595.44643
3859.203806,413,595.699283
953.222978,179,595.800091
8690.334916,914,596.307843
-1029.231513,83,596.352891
1908.727228,232,600.21612
2883.5611,352,600.439391
8738.775486,790,600.882271
2857.232815,401,601.109901
-34.931706,120,601.175166
-1015.396632,46,601.199849
-1043.672355,125,601.266903
4867.152325,430,605.468735
10464.127757,1703,610.198193
17475.495614,1548,611.116003
2846.614002,467,615.542226
11581.344496,1262,616.549705
-7.827208,53,616.601115
-22.092914,77,616.650269
1856.976281,406,616.917261
2931.703927,241,621.635271
15492.951528,1590,622.814837
5812.365191,509,627.500776
3874.406412,334,627.74694
-1005.527025,31,627.767108
11462.818032,1429,628.614923
4849.124462,480,632.916174
12493.514543,1340,633.882063
9794.458015,663,638.411382
-160.09581,494,638.71291
2903.088404,316,638.89715
2929.323035,250,639.032918
1938.825658,256,639.183928
4837.529579,495,643.336237
3915.451797,339,643.570053
6863.40057,444,643.853214
919.935749,253,644.007317
2929.982886,241,644.137146
4893.716667,399,644.363991
3884.039983,378,648.87688
24468.584552,1856,650.003239
6737.563625,571,654.700275
-0.497815,7,654.704882
4656.783084,894,655.431081
10681.603239,753,659.637364
-44.971835,113,659.721667
7880.527708,449,660.018788
7802.016954,581,660.352462
-9.755817,58,660.384587
-1005.250247,21,660.400044
13420.001236,1688,665.570585
10695.732992,906,666.075953
-27.537427,106,666.134739
16402.758203,1579,670.825695
12585.659923,1212,675.237575
1874.371944,362,675.448567
1943.737409,190,675.554574
953.014015,199,675.664196
3827.144132,426,675.894764
1941.779132,200,676.005336
7866.720697,470,680.282669
-10.590721,53,680.318322
1935.217131,177,680.442011
2814.031699,403,680.790102
-1030.903114,71,680.842869
-12.560909,55,680.880538
5775.889926,871,681.471749
1915.012423,243,686.14983
3792.20884,588,686.913172
6858.998304,414,687.536785
11408.824657,1859,693.772598
1872.701244,244,693.932326
2898.128897,265,694.097607
3904.728067,348,694.315432
10839.985522,690,698.944803
946.628743,244,699.099497
2904.540593,245,699.255049
1807.617878,611,699.602209
5813.671773,509,704.08298
3921.955061,250,704.272451
952.022732,131,704.35539
1923.158188,315,704.547311
6686.860254,860,705.046339
5855.202204,564,709.975926
12300.919146,1843,711.432319
8762.062874,724,717.431109
3908.38746,269,717.627723
18379.603349,1812,724.072334
