#{"t_start": 1683237342.8019774, "env_id": "Snake-v0"}
r,l,t
2437.286805,1375,142.214975
2920.109,232,142.393345
7795.370192,667,147.619485
6879.264871,400,148.102013
12760.840668,857,148.886928
2943.581393,247,149.089566
990.16739,65,154.815114
984.230294,67,154.867567
11655.299933,995,155.483494
1961.317033,142,155.562848
8728.549512,883,160.9906
4808.571445,547,161.374178
9744.759389,857,162.010211
-19.265424,94,162.062654
-1063.098562,168,162.156047
8771.594437,752,167.171986
3905.267438,318,167.358287
-1034.175259,130,167.432476
3840.152547,478,167.697489
-1022.864453,59,167.729426
984.778498,87,167.780367
11599.78626,1297,173.024752
9710.618981,833,173.504701
7702.565756,973,178.122804
9786.192012,629,178.491897
944.427231,134,178.574119
4900.50521,332,178.779039
4837.751608,458,184.19785
-1078.198169,212,184.39092
3886.473591,219,184.545708
4888.594686,404,184.820493
4827.702934,523,185.171566
15521.389885,1292,190.962823
5822.992344,599,191.47217
-1018.535197,62,191.532336
13486.914021,1496,196.957134
2915.342298,236,197.118707
17473.170303,1720,202.908844
973.585497,101,203.081836
-8.31108,55,203.172655
3935.74835,271,203.486713
6780.748965,648,203.941089
1839.95132,394,208.297422
1883.03628,427,208.610475
12283.798915,1740,213.813915
5846.405908,459,214.12494
3897.601933,314,214.320892
-37.625391,70,214.360458
2886.910719,360,214.560664
9730.635095,896,219.322483
914.657269,253,219.489277
-12.250679,57,219.538331
29918.508508,3492,225.894838
5758.844502,782,230.79456
4410.414748,1487,237.214107
6759.556018,708,237.735141
950.981854,127,237.812515
1978.141031,124,237.881606
4843.966234,537,238.212588
4888.40511,425,243.052931
1973.979254,142,243.210622
2798.825909,350,243.482969
898.775686,263,243.645179
7688.584787,905,244.154513
6764.131792,746,249.085517
2854.039894,455,249.391157
939.284858,190,249.526006
-62.148581,100,249.585509
-1002.96,9,249.591018
2933.416806,261,249.743833
1923.363759,247,249.891583
978.671278,62,249.926739
16257.546303,2422,260.531054
-1001.472413,5,260.536091
4718.116729,862,261.157631
12595.507069,1338,266.333077
6851.569687,494,266.653283
-21.795496,50,266.68713
27142.323681,2656,274.282509
10570.847876,1250,280.06545
-1008.073144,49,280.098807
2966.378288,189,280.231746
-1025.176166,61,280.273792
5814.341023,568,280.676014
14508.894949,1541,289.276967
18604.400101,1299,296.11837
763.93445,525,296.440404
1912.903032,256,296.585818
-1035.633661,80,296.633592
-15.038653,88,296.684422
9849.987326,596,297.02082
6764.868263,598,301.416841
944.972991,135,301.541868
1948.704969,183,301.723649
989.657312,59,301.770463
-46.10209,136,301.856312
21155.111906,2763,308.449275
11498.497314,1294,313.312978
5822.273924,534,313.623043
4870.941906,374,313.863403
13693.151901,982,318.67219
-99.283367,318,318.903349
1874.156822,374,319.143154
6817.86205,711,319.55922
2892.862107,321,325.584997
920.568905,182,325.769266
2883.784654,363,326.193928
1971.285589,118,326.351592
4815.033639,580,327.011284
-1001.964078,5,327.01752
2729.818596,746,332.3201
-1004.615232,15,332.331098
1957.222302,165,332.480119
897.094214,232,332.629299
9610.987619,1295,333.478812
975.755312,88,333.527506
2837.556452,499,338.137545
1959.225418,170,338.287169
2838.801862,439,338.608546
16522.626454,1271,343.994551
-18.248952,59,344.059172
2928.681045,251,344.372071
918.6355,195,344.575902
8828.178755,562,345.060483
5879.586657,331,345.347488
2927.677474,226,345.578219
14639.476743,1228,351.415891
8560.798831,1195,356.766315
-11.970394,57,356.809227
12661.700668,1044,357.799042
-3.386212,19,357.811691
8777.957613,746,363.375307
961.468816,116,363.475106
4909.808481,309,363.703374
23367.421007,1914,369.499048
962.014734,140,369.601735
9667.191195,962,370.230667
10679.683946,871,375.876853
-1029.22085,67,375.949086
8743.45214,830,376.665516
5881.653439,418,377.083277
896.070549,247,377.345905
15556.612994,1435,383.594593
4872.365633,351,383.854645
899.819918,232,384.121315
-14.508312,55,384.169729
7743.097194,764,389.444582
8830.444358,597,389.793344
1961.395825,179,389.895796
3910.851323,318,390.109148
12644.252191,1182,395.02749
25351.590527,2063,400.367879
6829.46331,567,400.705265
2821.409589,398,400.935794
10712.853808,849,405.849136
-71.986163,215,405.985462
6758.190273,636,406.36507
10650.990882,976,411.238303
5866.519284,458,411.531348
15454.284526,1372,417.227639
8709.135272,941,417.969964
-32.681843,102,418.052589
7858.520973,546,418.52933
-14.318811,57,418.561376
9842.632684,551,422.869114
11639.526883,1011,423.468982
957.389528,132,423.541615
-45.55287,151,423.623864
3786.847559,630,428.211536
5901.493382,401,428.47146
8837.670988,655,428.847477
933.010371,190,428.95905
10774.432683,718,433.190646
3854.790558,379,433.449811
4887.595354,359,433.668205
7826.976531,737,434.180002
17398.495399,1755,439.751232
9739.548013,898,445.154145
12624.677547,1015,446.037236
5771.315978,579,446.521445
12610.609604,1099,452.321331
8778.820501,671,452.702859
9555.923853,1180,458.38739
10647.001798,1095,459.111604
10500.631267,1418,464.550943
5879.982594,416,464.805313
-9.216519,59,464.838642
8515.288333,1464,469.976095
11770.401404,814,470.428266
5756.863467,698,474.82691
1982.73745,118,474.902714
978.660253,124,474.979974
5827.016056,559,475.296545
4829.476796,462,475.550639
7770.508949,715,479.941684
2898.014778,345,480.159322
3884.051788,315,480.363304
-33.572237,69,480.403014
14655.696421,1229,484.976364
8712.264494,755,485.452382
7700.590463,932,485.976577
5635.685857,1003,490.588984
3874.807191,335,490.780855
-1036.2332,73,490.8207
2935.408762,215,490.935499
10679.472655,990,495.952915
947.065809,220,496.089453
-1016.633857,43,496.116805
2827.27059,516,496.422008
16629.842222,1169,501.404397
-1001.102353,7,501.410525
4710.349093,752,501.929515
913.872638,254,502.081482
12717.178586,1012,507.157218
8617.479231,1116,507.844929
6878.047597,469,508.143683
-9.422031,40,508.166965
2628.896381,908,513.078184
-73.227518,161,513.177647
22355.535439,2159,518.641032
4811.28704,419,519.112404
2956.717892,166,519.301047
-69.84946,241,519.481209
8756.258828,826,525.30244
12776.892885,730,525.767952
1954.780698,187,525.871873
-70.096119,179,525.97167
-1040.777241,92,526.023966
9756.779846,810,531.1235
-19.327119,111,531.191648
8576.17868,980,531.742204
945.915182,164,531.865206
3924.824808,226,536.675918
7816.566438,540,537.098548
18501.308156,1734,542.127285
3802.700838,571,542.498043
759.439586,724,542.941321
2930.863218,212,543.06583
2906.817193,373,547.364512
-1027.49326,62,547.408179
13663.584762,1075,548.100264
2931.552718,273,548.253353
3940.037751,250,548.389805
12646.35859,1033,553.713714
12662.945473,985,554.390456
14667.028715,1097,559.636896
-8.873863,35,559.660085
6876.590254,512,560.029489
7602.27284,993,565.397617
7784.031465,692,566.010614
12561.74294,1082,571.473591
979.810346,77,571.548
15487.178545,1623,572.695384
19450.856612,1588,578.421526
5782.55126,672,578.83033
11627.328356,975,583.987433
9712.340038,869,584.640106
7728.045024,814,589.859329
-1036.433899,69,589.904233
15477.080767,1479,590.7925
2898.627554,353,595.386494
979.664703,92,595.448606
3934.933169,219,595.581513
1933.246211,273,595.74513
9700.990422,898,596.244903
816.919627,647,600.358447
8810.608367,693,600.756543
3936.618058,213,600.871838
1920.689146,273,601.030324
7770.260017,767,605.403555
1924.860004,269,605.571297
6857.292984,542,605.876464
-47.405331,127,605.95014
2541.503378,1086,610.349908
-16.482887,57,610.387955
7845.375147,571,610.724733
10604.127606,1263,615.646117
11669.901152,849,616.28763
4831.187157,541,616.702718
4871.065918,421,617.001651
5827.285999,669,622.054677
5815.929067,522,622.415836
9710.933963,972,627.435071
848.889004,420,627.7584
960.773613,151,627.852869
9565.631248,1327,628.63481
22240.086254,2119,634.112829
13455.075153,1458,639.069717
7764.736157,614,639.415212
6831.780104,525,643.649787
6840.061998,549,643.991428
3854.770628,352,644.187747
4837.573588,581,644.506585
2938.033166,230,648.963105
2897.181198,364,649.209754
7845.001649,588,649.557667
12622.462485,1090,654.486082
1966.17048,148,654.618977
916.70945,215,654.758967
3848.785511,432,655.150012
-1006.706324,29,655.182983
7710.464304,948,655.776199
3881.523939,335,659.772583
1777.294645,621,660.161752
6861.766659,491,660.454531
19467.456661,1546,665.533692
10736.073826,909,666.039425
1870.615551,361,669.995613
6691.025367,790,670.501626
6722.530757,776,670.919158
8720.519765,721,675.029312
16590.294237,1418,675.8549
2820.160313,568,680.141982
1739.621415,735,680.735396
2811.694249,468,681.027242
13526.962136,1306,686.737822
966.971921,104,686.883377
7765.406557,549,687.650032
7716.81342,850,693.176662
-10.838037,54,693.219468
11676.269291,957,693.85914
963.216805,150,693.945008
5892.951196,470,694.235988
9679.219653,902,699.005183
-1001.074751,4,699.00787
8708.668982,861,699.521576
13699.302132,953,704.303937
935.689338,172,704.410174
9703.055125,923,704.945843
4860.735793,442,705.197901
-11.698775,62,705.232265
3852.312532,407,710.160724
5646.461282,866,710.789963
923.141017,270,710.975332
980.261565,79,711.034319
8706.916122,879,717.23823
15334.927767,1865,723.686309
977.286475,88,723.758779
-1110.933599,371,724.042504
3926.217604,256,724.192236
1947.411319,153,724.290447
2928.50927,198,724.412268
-1030.434913,73,724.45577
1851.597229,409,724.719882
-4.832909,38,724.752556
