#{"t_start": 1683237342.8049593, "env_id": "Snake-v0"}
r,l,t
3851.60608,412,595.948384
9726.755205,951,600.209755
1966.41653,139,600.303005
3892.40556,378,600.531176
-83.610188,260,600.677358
8819.468338,640,601.036116
12713.947127,1041,605.58156
968.286442,118,605.651957
12656.40665,1009,606.219632
10658.646125,1083,610.636381
6565.789908,974,611.181554
-14.788554,54,611.210183
3767.301972,532,615.763216
5821.4389,567,616.168175
10793.916124,610,616.660877
4821.696635,537,617.027648
2945.055666,231,621.745076
3876.376436,338,622.005796
26269.548002,2176,627.887892
980.427672,134,627.976736
9649.903341,958,628.53324
22481.393923,1653,633.682558
-1002.092642,18,633.693015
26828.480729,3319,643.708218
16521.725071,1392,644.508005
7815.101049,586,649.207136
16509.370461,1529,654.330219
6729.925687,649,654.861527
8662.593611,1007,655.622804
-1.068268,10,655.629495
21270.811116,2154,660.789862
13656.911833,952,665.450612
7766.821609,638,665.808515
989.77576,57,665.839437
4913.029292,345,666.029607
-1000.651489,3,666.032073
23233.272234,2259,671.088889
1791.764736,523,675.111909
987.484712,78,675.163177
17662.073024,1224,675.857714
6793.144566,586,680.164123
7829.071441,590,680.624966
2977.128952,120,680.734958
3872.984096,372,680.972499
-31.603157,56,681.003042
25101.227252,2174,687.917884
7773.025106,723,693.213231
10814.099464,652,693.638423
961.716467,127,693.716655
-1026.235785,71,693.773988
14473.271191,1468,698.892861
18485.526622,1820,704.194407
1956.442668,164,704.302435
3937.307249,280,704.476345
-14.688304,58,704.509415
976.668525,89,704.562752
2912.162156,326,704.747766
3805.953208,487,705.034296
4853.649962,502,709.898179
-1096.833857,210,710.1112
-1016.424256,42,710.149621
3874.927285,326,710.395554
985.517571,90,710.459327
14705.463456,1013,711.189168
3914.294583,265,711.459872
2915.829262,285,717.143418
-11.966173,60,717.188534
5805.096289,649,717.666539
-1007.431931,32,717.702657
935.541421,157,717.899111
9730.417619,808,718.477388
3948.128979,194,723.58167
7681.779032,947,724.281032
1963.216854,152,724.376176
1864.215527,383,724.615669
